Crop,Year,Province,Seeded Area,Harvested Area,Yield,Production
Winter Wheat,2022,Prince Edward Island,7.8,4.7,5,23.3
Winter Wheat,2023,Prince Edward Island,8.9,7.8,5.7,44.3
Spring Wheat,2014,Prince Edward Island,6.5,6.5,3.3,21.2
Spring Wheat,2015,Prince Edward Island,7.7,7.7,3.2,25
Spring Wheat,2016,Prince Edward Island,10.1,9.9,3.6,35.8
Spring Wheat,2017,Prince Edward Island,10.8,10.8,3.4,36.7
Spring Wheat,2018,Prince Edward Island,12.1,11.3,3.7,42.2
Spring Wheat,2019,Prince Edward Island,11.3,11.3,3.5,39.1
Spring Wheat,2020,Prince Edward Island,13.2,12.9,3.8,49.3
Spring Wheat,2021,Prince Edward Island,14.1,14,3.3,46
Spring Wheat,2022,Prince Edward Island,7.5,7.1,3.5,25
Spring Wheat,2023,Prince Edward Island,8.1,8.1,3.7,30.1
CW Red Spring,2014,Prince Edward Island,0,0,0,0
CW Red Spring,2015,Prince Edward Island,0,0,0,0
CW Red Spring,2016,Prince Edward Island,0,0,0,0
CW Red Spring,2017,Prince Edward Island,0,0,0,0
CW Red Spring,2018,Prince Edward Island,0,0,0,0
CW Red Spring,2019,Prince Edward Island,0,0,0,0
CW Red Spring,2020,Prince Edward Island,0,0,0,0
CW Red Spring,2021,Prince Edward Island,0,0,0,0
CW Red Spring,2022,Prince Edward Island,0,0,0,0
CW Red Spring,2023,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2014,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2015,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2016,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2017,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2018,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2019,Prince Edward Island,1.5,1.5,3.5,5.2
Canada Prairie Spring,2020,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2021,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2022,Prince Edward Island,0,0,0,0
Canada Prairie Spring,2023,Prince Edward Island,0,0,0,0
Northern Hard Red,2014,Prince Edward Island,0,0,0,0
Northern Hard Red,2015,Prince Edward Island,0,0,0,0
Northern Hard Red,2016,Prince Edward Island,0,0,0,0
Northern Hard Red,2017,Prince Edward Island,0,0,0,0
Northern Hard Red,2018,Prince Edward Island,0,0,0,0
Northern Hard Red,2019,Prince Edward Island,0,0,0,0
Northern Hard Red,2020,Prince Edward Island,0,0,0,0
Northern Hard Red,2021,Prince Edward Island,0,0,0,0
Northern Hard Red,2022,Prince Edward Island,0,0,0,0
Northern Hard Red,2023,Prince Edward Island,0,0,0,0
CW Extra Strong,2014,Prince Edward Island,0,0,0,0
CW Extra Strong,2015,Prince Edward Island,0,0,0,0
CW Extra Strong,2016,Prince Edward Island,0,0,0,0
CW Extra Strong,2017,Prince Edward Island,0,0,0,0
CW Extra Strong,2018,Prince Edward Island,0,0,0,0
CW Extra Strong,2019,Prince Edward Island,0,0,0,0
CW Extra Strong,2020,Prince Edward Island,0,0,0,0
CW Extra Strong,2021,Prince Edward Island,0,0,0,0
CW Extra Strong,2022,Prince Edward Island,0,0,0,0
CW Extra Strong,2023,Prince Edward Island,0,0,0,0
CW Soft White Spring,2014,Prince Edward Island,0,0,0,0
CW Soft White Spring,2015,Prince Edward Island,0,0,0,0
CW Soft White Spring,2016,Prince Edward Island,0,0,0,0
CW Soft White Spring,2017,Prince Edward Island,0,0,0,0
CW Soft White Spring,2018,Prince Edward Island,0,0,0,0
CW Soft White Spring,2019,Prince Edward Island,0,0,0,0
CW Soft White Spring,2020,Prince Edward Island,0,0,0,0
CW Soft White Spring,2021,Prince Edward Island,0,0,0,0
CW Soft White Spring,2022,Prince Edward Island,0,0,0,0
CW Soft White Spring,2023,Prince Edward Island,0,0,0,0
Other Spring Wheat,2014,Prince Edward Island,0,0,0,0
Other Spring Wheat,2015,Prince Edward Island,0,0,0,0
Other Spring Wheat,2016,Prince Edward Island,0,0,0,0
Other Spring Wheat,2017,Prince Edward Island,0,0,0,0
Other Spring Wheat,2018,Prince Edward Island,0,0,0,0
Other Spring Wheat,2019,Prince Edward Island,9.9,9.9,3.4,33.8
Other Spring Wheat,2020,Prince Edward Island,4.8,4.7,3.7,17.6
Other Spring Wheat,2021,Prince Edward Island,7.7,7.6,3.3,24.7
Other Spring Wheat,2022,Prince Edward Island,1.5,1.4,3.7,5.2
Other Spring Wheat,2023,Prince Edward Island,1.6,1.6,3.6,5.7
Durum,2014,Prince Edward Island,0,0,0,0
Durum,2015,Prince Edward Island,0,0,0,0
Durum,2016,Prince Edward Island,0,0,0,0
Durum,2017,Prince Edward Island,0,0,0,0
Durum,2018,Prince Edward Island,0,0,0,0
Durum,2019,Prince Edward Island,0,0,0,0
Durum,2020,Prince Edward Island,0,0,0,0
Durum,2021,Prince Edward Island,0,0,0,0
Durum,2022,Prince Edward Island,0,0,0,0
Durum,2023,Prince Edward Island,0,0,0,0
Oats,2014,Prince Edward Island,4,3.8,2.8,10.5
Oats,2015,Prince Edward Island,3.2,3.2,2.5,8
Oats,2016,Prince Edward Island,4.9,4.9,2.7,13.1
Oats,2017,Prince Edward Island,4.2,4,2.9,11.4
Oats,2018,Prince Edward Island,4.7,4.5,2.5,11.1
Oats,2019,Prince Edward Island,4.2,4,2.5,9.9
Oats,2020,Prince Edward Island,4.5,4,2.5,10.1
Oats,2021,Prince Edward Island,3.2,3.1,2.8,8.8
Oats,2022,Prince Edward Island,2.9,2.4,2.6,6.3
Oats,2023,Prince Edward Island,2.3,2.2,2.8,6.2
Barley,2014,Prince Edward Island,28.3,28.3,3.4,96.9
Barley,2015,Prince Edward Island,24.3,24.3,3.1,76.2
Barley,2016,Prince Edward Island,23.5,23.5,3.4,81
Barley,2017,Prince Edward Island,24.9,24.7,3.5,87.1
Barley,2018,Prince Edward Island,22.3,21.9,3.6,78.4
Barley,2019,Prince Edward Island,30.4,29.9,3.5,105.5
Barley,2020,Prince Edward Island,20.1,19.8,3.7,72.3
Barley,2021,Prince Edward Island,19.3,19.3,3.4,65.2
Barley,2022,Prince Edward Island,23.7,23.4,3.6,84.4
Barley,2023,Prince Edward Island,23.9,23.7,3.7,88.8
Rye,2014,Prince Edward Island,0,0,0,0
Rye,2015,Prince Edward Island,0,0,0,0
Rye,2016,Prince Edward Island,0,0,0,0
Rye,2017,Prince Edward Island,0,0,0,0
Rye,2018,Prince Edward Island,0,0,0,0
Rye,2019,Prince Edward Island,1,0.5,2.4,1.2
Rye,2020,Prince Edward Island,0,0,0,0
Rye,2021,Prince Edward Island,2.6,1.2,3.8,4.6
Rye,2022,Prince Edward Island,0,0,0,0
Rye,2023,Prince Edward Island,1.4,0.7,3.9,2.7
Mixed Grains,2014,Prince Edward Island,2.4,2.4,2.8,6.6
Mixed Grains,2015,Prince Edward Island,0,0,0,0
Mixed Grains,2016,Prince Edward Island,0,0,0,0
Mixed Grains,2017,Prince Edward Island,0,0,0,0
Mixed Grains,2018,Prince Edward Island,0,0,0,0
Mixed Grains,2019,Prince Edward Island,1.5,1.5,3.3,4.9
Mixed Grains,2020,Prince Edward Island,2.5,2.3,3,6.8
Mixed Grains,2021,Prince Edward Island,1.4,0.5,2.2,1.1
Mixed Grains,2022,Prince Edward Island,0.7,0.7,2.6,1.8
Mixed Grains,2023,Prince Edward Island,0,0,0,0
Corn,2014,Prince Edward Island,2.8,2.8,8.6,24.1
Corn,2015,Prince Edward Island,0,0,0,0
Corn,2016,Prince Edward Island,0,0,0,0
Corn,2017,Prince Edward Island,3.6,3.4,7.9,26.7
Corn,2018,Prince Edward Island,4.9,4.9,8.2,40
Corn,2019,Prince Edward Island,4,4,8.9,35.4
Corn,2020,Prince Edward Island,4.9,4.9,8.2,40
Corn,2021,Prince Edward Island,5.3,5.2,8,41.8
Corn,2022,Prince Edward Island,6.1,6.1,8.8,53.6
Corn,2023,Prince Edward Island,0,0,0,0
Flaxseed,2014,Prince Edward Island,0,0,0,0
Flaxseed,2015,Prince Edward Island,0,0,0,0
Flaxseed,2016,Prince Edward Island,0,0,0,0
Flaxseed,2017,Prince Edward Island,0,0,0,0
Flaxseed,2018,Prince Edward Island,0,0,0,0
Flaxseed,2019,Prince Edward Island,0,0,0,0
Flaxseed,2020,Prince Edward Island,0,0,0,0
Flaxseed,2021,Prince Edward Island,0,0,0,0
Flaxseed,2022,Prince Edward Island,0,0,0,0
Flaxseed,2023,Prince Edward Island,0,0,0,0
Canola,2014,Prince Edward Island,0,0,0,0
Canola,2015,Prince Edward Island,0,0,0,0
Canola,2016,Prince Edward Island,0,0,0,0
Canola,2017,Prince Edward Island,0,0,0,0
Canola,2018,Prince Edward Island,0,0,0,0
Canola,2019,Prince Edward Island,0,0,0,0
Canola,2020,Prince Edward Island,0.4,0.4,2,0.8
Canola,2021,Prince Edward Island,0,0,0,0
Canola,2022,Prince Edward Island,0,0,0,0
Canola,2023,Prince Edward Island,0,0,0,0
Soybeans,2014,Prince Edward Island,23.1,23.1,2.5,58.5
Soybeans,2015,Prince Edward Island,25.5,25.1,2.3,58.2
Soybeans,2016,Prince Edward Island,20.2,20,2.3,45.7
Soybeans,2017,Prince Edward Island,18.2,17.8,2.3,40.8
Soybeans,2018,Prince Edward Island,20.2,20.2,2.4,49
Soybeans,2019,Prince Edward Island,16.6,15.7,2.8,43.2
Soybeans,2020,Prince Edward Island,18.8,15.9,2.3,36.4
Soybeans,2021,Prince Edward Island,15.5,15.4,2.6,39.3
Soybeans,2022,Prince Edward Island,11,10.9,3.1,33.5
Soybeans,2023,Prince Edward Island,12.4,12.3,2.9,36.1
Dry Peas,2014,Prince Edward Island,0,0,0,0
Dry Peas,2015,Prince Edward Island,0,0,0,0
Dry Peas,2016,Prince Edward Island,0,0,0,0
Dry Peas,2017,Prince Edward Island,0,0,0,0
Dry Peas,2018,Prince Edward Island,0,0,0,0
Dry Peas,2019,Prince Edward Island,0.9,0.9,3.4,3.1
Dry Peas,2020,Prince Edward Island,1.7,1.5,2.9,4.3
Dry Peas,2021,Prince Edward Island,6,5.3,3,16
Dry Peas,2022,Prince Edward Island,0.7,0.6,3.4,2
Dry Peas,2023,Prince Edward Island,0,0,0,0
Dry White Beans,2014,Prince Edward Island,0,0,0,0
Dry White Beans,2015,Prince Edward Island,0,0,0,0
Dry White Beans,2016,Prince Edward Island,0,0,0,0
Dry White Beans,2017,Prince Edward Island,0,0,0,0
Dry White Beans,2018,Prince Edward Island,0,0,0,0
Dry White Beans,2019,Prince Edward Island,0,0,0,0
Dry White Beans,2020,Prince Edward Island,0,0,0,0
Dry White Beans,2021,Prince Edward Island,0,0,0,0
Dry White Beans,2022,Prince Edward Island,0,0,0,0
Dry White Beans,2023,Prince Edward Island,0,0,0,0
Coloured Beans,2014,Prince Edward Island,0,0,0,0
Coloured Beans,2015,Prince Edward Island,0,0,0,0
Coloured Beans,2016,Prince Edward Island,0,0,0,0
Coloured Beans,2017,Prince Edward Island,0,0,0,0
Coloured Beans,2018,Prince Edward Island,0,0,0,0
Coloured Beans,2019,Prince Edward Island,0.4,0.4,1.5,0.6
Coloured Beans,2020,Prince Edward Island,0,0,0,0
Coloured Beans,2021,Prince Edward Island,0.8,0.2,2.5,0.5
Coloured Beans,2022,Prince Edward Island,0,0,0,0
Coloured Beans,2023,Prince Edward Island,0,0,0,0
Lentils,2014,Prince Edward Island,0,0,0,0
Lentils,2015,Prince Edward Island,0,0,0,0
Lentils,2016,Prince Edward Island,0,0,0,0
Lentils,2017,Prince Edward Island,0,0,0,0
Lentils,2018,Prince Edward Island,0,0,0,0
Lentils,2019,Prince Edward Island,0,0,0,0
Lentils,2020,Prince Edward Island,0,0,0,0
Lentils,2021,Prince Edward Island,0,0,0,0
Lentils,2022,Prince Edward Island,0,0,0,0
Lentils,2023,Prince Edward Island,0,0,0,0
Mustard Seed,2014,Prince Edward Island,0,0,0,0
Mustard Seed,2015,Prince Edward Island,0,0,0,0
Mustard Seed,2016,Prince Edward Island,0,0,0,0
Mustard Seed,2017,Prince Edward Island,0,0,0,0
Mustard Seed,2018,Prince Edward Island,0,0,0,0
Mustard Seed,2019,Prince Edward Island,0,0,0,0
Mustard Seed,2020,Prince Edward Island,0,0,0,0
Mustard Seed,2021,Prince Edward Island,0,0,0,0
Mustard Seed,2022,Prince Edward Island,0,0,0,0
Mustard Seed,2023,Prince Edward Island,0.6,0.5,1.5,0.8
Sunflower Seed,2014,Prince Edward Island,0,0,0,0
Sunflower Seed,2015,Prince Edward Island,0,0,0,0
Sunflower Seed,2016,Prince Edward Island,0,0,0,0
Sunflower Seed,2017,Prince Edward Island,0,0,0,0
Sunflower Seed,2018,Prince Edward Island,0,0,0,0
Sunflower Seed,2019,Prince Edward Island,0,0,0,0
Sunflower Seed,2020,Prince Edward Island,0,0,0,0
Sunflower Seed,2021,Prince Edward Island,0,0,0,0
Sunflower Seed,2022,Prince Edward Island,0,0,0,0
Sunflower Seed,2023,Prince Edward Island,0,0,0,0
Canary Seed,2014,Prince Edward Island,0,0,0,0
Canary Seed,2015,Prince Edward Island,0,0,0,0
Canary Seed,2016,Prince Edward Island,0,0,0,0
Canary Seed,2017,Prince Edward Island,0,0,0,0
Canary Seed,2018,Prince Edward Island,0,0,0,0
Canary Seed,2019,Prince Edward Island,0,0,0,0
Canary Seed,2020,Prince Edward Island,0,0,0,0
Canary Seed,2021,Prince Edward Island,0,0,0,0
Canary Seed,2022,Prince Edward Island,0,0,0,0
Canary Seed,2023,Prince Edward Island,0,0,0,0
Winter Wheat,2014,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2015,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2016,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2017,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2018,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2019,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2020,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2021,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2022,Newfoundland and Labrador,0,0,0,0
Winter Wheat,2023,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2014,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2015,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2016,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2017,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2018,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2019,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2020,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2021,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2022,Newfoundland and Labrador,0,0,0,0
Spring Wheat,2023,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2014,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2015,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2016,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2017,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2018,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2019,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2020,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2021,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2022,Newfoundland and Labrador,0,0,0,0
CW Red Spring,2023,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2014,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2015,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2016,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2017,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2018,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2019,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2020,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2021,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2022,Newfoundland and Labrador,0,0,0,0
Canada Prairie Spring,2023,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2014,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2015,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2016,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2017,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2018,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2019,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2020,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2021,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2022,Newfoundland and Labrador,0,0,0,0
Northern Hard Red,2023,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2014,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2015,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2016,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2017,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2018,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2019,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2020,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2021,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2022,Newfoundland and Labrador,0,0,0,0
CW Extra Strong,2023,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2014,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2015,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2016,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2017,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2018,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2019,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2020,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2021,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2022,Newfoundland and Labrador,0,0,0,0
CW Soft White Spring,2023,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2014,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2015,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2016,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2017,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2018,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2019,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2020,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2021,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2022,Newfoundland and Labrador,0,0,0,0
Other Spring Wheat,2023,Newfoundland and Labrador,0,0,0,0
Durum,2014,Newfoundland and Labrador,0,0,0,0
Durum,2015,Newfoundland and Labrador,0,0,0,0
Durum,2016,Newfoundland and Labrador,0,0,0,0
Durum,2017,Newfoundland and Labrador,0,0,0,0
Durum,2018,Newfoundland and Labrador,0,0,0,0
Durum,2019,Newfoundland and Labrador,0,0,0,0
Durum,2020,Newfoundland and Labrador,0,0,0,0
Durum,2021,Newfoundland and Labrador,0,0,0,0
Durum,2022,Newfoundland and Labrador,0,0,0,0
Durum,2023,Newfoundland and Labrador,0,0,0,0
Oats,2014,Newfoundland and Labrador,0,0,0,0
Oats,2015,Newfoundland and Labrador,0,0,0,0
Oats,2016,Newfoundland and Labrador,0,0,0,0
Oats,2017,Newfoundland and Labrador,0,0,0,0
Oats,2018,Newfoundland and Labrador,0,0,0,0
Oats,2019,Newfoundland and Labrador,0,0,0,0
Oats,2020,Newfoundland and Labrador,0,0,0,0
Oats,2021,Newfoundland and Labrador,0.2,0.1,3,0.3
Oats,2022,Newfoundland and Labrador,0,0,0,0
Oats,2023,Newfoundland and Labrador,0,0,0,0
Barley,2014,Newfoundland and Labrador,0,0,0,0
Barley,2015,Newfoundland and Labrador,0,0,0,0
Barley,2016,Newfoundland and Labrador,0,0,0,0
Barley,2017,Newfoundland and Labrador,0,0,0,0
Barley,2018,Newfoundland and Labrador,0,0,0,0
Barley,2019,Newfoundland and Labrador,0,0,0,0
Barley,2020,Newfoundland and Labrador,0,0,0,0
Barley,2021,Newfoundland and Labrador,0,0,0,0
Barley,2022,Newfoundland and Labrador,0,0,0,0
Barley,2023,Newfoundland and Labrador,0,0,0,0
Rye,2014,Newfoundland and Labrador,0,0,0,0
Rye,2015,Newfoundland and Labrador,0,0,0,0
Rye,2016,Newfoundland and Labrador,0,0,0,0
Rye,2017,Newfoundland and Labrador,0,0,0,0
Rye,2018,Newfoundland and Labrador,0,0,0,0
Rye,2019,Newfoundland and Labrador,0,0,0,0
Rye,2020,Newfoundland and Labrador,0,0,0,0
Rye,2021,Newfoundland and Labrador,0,0,0,0
Rye,2022,Newfoundland and Labrador,0,0,0,0
Rye,2023,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2014,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2015,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2016,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2017,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2018,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2019,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2020,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2021,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2022,Newfoundland and Labrador,0,0,0,0
Mixed Grains,2023,Newfoundland and Labrador,0,0,0,0
Corn,2014,Newfoundland and Labrador,0,0,0,0
Corn,2015,Newfoundland and Labrador,0,0,0,0
Corn,2016,Newfoundland and Labrador,0,0,0,0
Corn,2017,Newfoundland and Labrador,0,0,0,0
Corn,2018,Newfoundland and Labrador,0,0,0,0
Corn,2019,Newfoundland and Labrador,0,0,0,0
Corn,2020,Newfoundland and Labrador,0,0,0,0
Corn,2021,Newfoundland and Labrador,0,0,0,0
Corn,2022,Newfoundland and Labrador,0,0,0,0
Corn,2023,Newfoundland and Labrador,0,0,0,0
Flaxseed,2014,Newfoundland and Labrador,0,0,0,0
Flaxseed,2015,Newfoundland and Labrador,0,0,0,0
Flaxseed,2016,Newfoundland and Labrador,0,0,0,0
Flaxseed,2017,Newfoundland and Labrador,0,0,0,0
Flaxseed,2018,Newfoundland and Labrador,0,0,0,0
Flaxseed,2019,Newfoundland and Labrador,0,0,0,0
Flaxseed,2020,Newfoundland and Labrador,0,0,0,0
Flaxseed,2021,Newfoundland and Labrador,0,0,0,0
Flaxseed,2022,Newfoundland and Labrador,0,0,0,0
Flaxseed,2023,Newfoundland and Labrador,0,0,0,0
Canola,2014,Newfoundland and Labrador,0,0,0,0
Canola,2015,Newfoundland and Labrador,0,0,0,0
Canola,2016,Newfoundland and Labrador,0,0,0,0
Canola,2017,Newfoundland and Labrador,0,0,0,0
Canola,2018,Newfoundland and Labrador,0,0,0,0
Canola,2019,Newfoundland and Labrador,0,0,0,0
Canola,2020,Newfoundland and Labrador,0,0,0,0
Canola,2021,Newfoundland and Labrador,0,0,0,0
Canola,2022,Newfoundland and Labrador,0,0,0,0
Canola,2023,Newfoundland and Labrador,0,0,0,0
Soybeans,2014,Newfoundland and Labrador,0,0,0,0
Soybeans,2015,Newfoundland and Labrador,0,0,0,0
Soybeans,2016,Newfoundland and Labrador,0,0,0,0
Soybeans,2017,Newfoundland and Labrador,0,0,0,0
Soybeans,2018,Newfoundland and Labrador,0,0,0,0
Soybeans,2019,Newfoundland and Labrador,0,0,0,0
Soybeans,2020,Newfoundland and Labrador,0,0,0,0
Soybeans,2021,Newfoundland and Labrador,0,0,0,0
Soybeans,2022,Newfoundland and Labrador,0,0,0,0
Soybeans,2023,Newfoundland and Labrador,0,0,0,0
Dry Peas,2014,Newfoundland and Labrador,0,0,0,0
Dry Peas,2015,Newfoundland and Labrador,0,0,0,0
Dry Peas,2016,Newfoundland and Labrador,0,0,0,0
Dry Peas,2017,Newfoundland and Labrador,0,0,0,0
Dry Peas,2018,Newfoundland and Labrador,0,0,0,0
Dry Peas,2019,Newfoundland and Labrador,0,0,0,0
Dry Peas,2020,Newfoundland and Labrador,0,0,0,0
Dry Peas,2021,Newfoundland and Labrador,0,0,0,0
Dry Peas,2022,Newfoundland and Labrador,0,0,0,0
Dry Peas,2023,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2014,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2015,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2016,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2017,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2018,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2019,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2020,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2021,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2022,Newfoundland and Labrador,0,0,0,0
Dry White Beans,2023,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2014,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2015,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2016,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2017,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2018,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2019,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2020,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2021,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2022,Newfoundland and Labrador,0,0,0,0
Coloured Beans,2023,Newfoundland and Labrador,0,0,0,0
Lentils,2014,Newfoundland and Labrador,0,0,0,0
Lentils,2015,Newfoundland and Labrador,0,0,0,0
Lentils,2016,Newfoundland and Labrador,0,0,0,0
Lentils,2017,Newfoundland and Labrador,0,0,0,0
Lentils,2018,Newfoundland and Labrador,0,0,0,0
Lentils,2019,Newfoundland and Labrador,0,0,0,0
Lentils,2020,Newfoundland and Labrador,0,0,0,0
Lentils,2021,Newfoundland and Labrador,0,0,0,0
Lentils,2022,Newfoundland and Labrador,0,0,0,0
Lentils,2023,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2014,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2015,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2016,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2017,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2018,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2019,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2020,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2021,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2022,Newfoundland and Labrador,0,0,0,0
Mustard Seed,2023,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2014,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2015,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2016,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2017,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2018,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2019,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2020,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2021,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2022,Newfoundland and Labrador,0,0,0,0
Sunflower Seed,2023,Newfoundland and Labrador,0,0,0,0
Canary Seed,2014,Newfoundland and Labrador,0,0,0,0
Canary Seed,2015,Newfoundland and Labrador,0,0,0,0
Canary Seed,2016,Newfoundland and Labrador,0,0,0,0
Canary Seed,2017,Newfoundland and Labrador,0,0,0,0
Canary Seed,2018,Newfoundland and Labrador,0,0,0,0
Canary Seed,2019,Newfoundland and Labrador,0,0,0,0
Canary Seed,2020,Newfoundland and Labrador,0,0,0,0
Canary Seed,2021,Newfoundland and Labrador,0,0,0,0
